make,model,price,fuel,year,kms,power,doors,shift,is_professional,province
NISSAN,NOTE,5400,Diésel,2011.0,130562,90.0,5,Manual,True,Alicante
SEAT,Exeo,9300,Diésel,2012.0,180000,143.0,4,Manual,True,A Coruña
MERCEDES-BENZ,Clase GLA,21700,Diésel,2016.0,69038,136.0,5,Automático,True,Pontevedra
JAGUAR,FPace,27490,Diésel,2016.0,108000,180.0,5,Automático,True,Sevilla
PEUGEOT,2008,15900,Gasolina,2019.0,15900,110.0,5,Manual,True,Valencia
HYUNDAI,Lantra,1100,Gasolina,1996.0,134000,128.0,4,Manual,False,La Rioja
MERCEDES-BENZ,Clase SLK,10999,Gasolina,2006.0,94000,163.0,2,Automático,True,Madrid
FIAT,Scudo,14990,Diésel,2015.0,149552,128.0,4,Manual,True,Albacete
PEUGEOT,508,12190,Diésel,2016.0,124000,150.0,5,Manual,True,Madrid
AUDI,Q5,18900,Diésel,2013.0,156000,177.0,5,Automático,False,Castellón
SEAT,Toledo,2995,Gasolina,2006.0,219000,102.0,5,Manual,True,Córdoba
FORD,BMAX,8995,Gasolina,2016.0,52540,100.0,5,Manual,True,Barcelona
VOLKSWAGEN,CC,12990,Diésel,2013.0,130000,140.0,4,Manual,True,Salamanca
RENAULT,Clio,1150,Gasolina,1999.0,109000,,3,Manual,False,Castellón
PEUGEOT,208,6700,Diésel,2015.0,90185,68.0,5,Manual,True,Badajoz
FORD,Ka+,7900,Gasolina,2017.0,37791,85.0,5,Manual,True,Valencia
PEUGEOT,407,1900,Gasolina,2006.0,192112,143.0,4,Manual,False,Córdoba
LAND-ROVER,Range Rover Evoque,24490,Diésel,2016.0,62800,150.0,5,Manual,True,Barcelona
BMW,Serie 5,10500,Diésel,2008.0,98000,177.0,4,Automático,False,Granada
VOLKSWAGEN,Golf,2100,Diésel,2002.0,320000,,5,Manual,False,Granada
VOLKSWAGEN,Passat,4000,Diésel,2001.0,131000,130.0,4,Manual,False,Madrid
FIAT,500,5400,Gasolina,2012.0,95000,69.0,3,Manual,True,Madrid
JEEP,Grand Cherokee,24490,Diésel,2014.0,149000,250.0,5,Automático,True,Madrid
NISSAN,QASHQAI,21400,Gasolina,2019.0,7283,140.0,5,Manual,True,Barcelona
SEAT,Ibiza,3200,Gasolina,2006.0,145000,85.0,5,Manual,False,Barcelona
PEUGEOT,207,4500,Gasolina,2009.0,140435,95.0,5,Manual,True,Zaragoza
JAGUAR,iPace,77000,Eléctrico,2021.0,30,400.0,5,Automático,True,Madrid
FORD,Mustang,48900,Gasolina,2019.0,5900,450.0,2,Automático,True,Málaga
AUDI,A3,25499,Diésel,2018.0,24000,116.0,5,Automático,True,Navarra
FORD,KA,3500,Gasolina,2012.0,80000,69.0,3,Manual,True,Tarragona
MAZDA,Mazda3,11499,Gasolina,2016.0,135000,120.0,4,Manual,True,Madrid
KIA,Sorento,28000,Diésel,2018.0,23600,200.0,5,Automático,True,Lleida
FIAT,500X,18290,Diésel,2017.0,11062,95.0,5,Manual,True,Burgos
MITSUBISHI,Colt,2499,Gasolina,2006.0,146000,75.0,3,Manual,True,Albacete
FIAT,500,8900,Gasolina,2017.0,42615,69.0,3,Manual,True,Castellón
FORD,Fiesta,5990,Gasolina,2008.0,91500,96.0,5,Manual,True,Madrid
AUDI,A3,9000,Diésel,2008.0,176000,,5,Manual,False,Baleares
CITROEN,DS4,12900,Diésel,2014.0,28088,114.0,5,Automático,True,Albacete
TOYOTA,Camry,30500,Gasolina,2020.0,50,218.0,4,Automático,True,Madrid
RENAULT,Captur,9290,Gasolina,2015.0,112960,90.0,5,Manual,True,Madrid
OPEL,Cabrio,12800,Gasolina,2016.0,65220,140.0,2,Manual,True,Baleares
BMW,Serie 1,20000,Gasolina,2018.0,9500,136.0,5,Automático,False,Alicante
JAGUAR,FPace,35990,Diésel,2017.0,76412,180.0,5,Automático,True,Barcelona
CITROEN,C4,10900,Diésel,2016.0,40000,99.0,5,Manual,True,Valencia
FORD,Focus,8480,Gasolina,2017.0,54000,125.0,5,Manual,True,Las Palmas
RENAULT,Clio,1950,Diésel,2006.0,289000,70.0,3,Manual,True,Ciudad Real
FIAT,500,9990,Gasolina,2018.0,34500,69.0,3,Manual,True,Zaragoza
SEAT,Exeo,6500,Gasolina,2011.0,153000,160.0,4,Manual,True,Málaga
RENAULT,Clio,6490,Diésel,2015.0,59000,75.0,5,Manual,True,Las Palmas
BMW,Serie 3,6500,Gasolina,1995.0,175000,,5,Manual,False,Burgos
OPEL,Astra,4950,Gasolina,2007.0,90000,105.0,5,Manual,True,Zaragoza
VOLKSWAGEN,Passat,1800,Diésel,2002.0,205000,,4,Manual,False,Valladolid
TOYOTA,Rav4,16800,Diésel,2014.0,48000,124.0,5,Manual,True,Baleares
PEUGEOT,508,8950,Diésel,2014.0,112000,140.0,5,Manual,True,Barcelona
OPEL,Astra,3300,Diésel,2005.0,208000,100.0,5,Manual,True,Zaragoza
AUDI,A3,32500,Diésel,2020.0,9646,150.0,5,Manual,True,Barcelona
TOYOTA,Auris,14900,Híbrido,2016.0,25900,136.0,5,Automático,True,La Rioja
KIA,Sportage,15485,Gasolina,2018.0,34900,132.0,5,Manual,True,Las Palmas
AUDI,A3,36600,Diésel,2020.0,0,150.0,5,Automático,True,Madrid
BMW,Serie 3,6000,Diésel,2007.0,200000,163.0,5,Manual,False,Cáceres
VOLVO,S90,36760,Diésel,2017.0,81000,235.0,4,Automático,True,Valencia
SUZUKI,Vitara,5000,Diésel,2001.0,305000,90.0,3,Manual,False,Jaén
BENTLEY,Continental GTC,77500,Gasolina,2011.0,58475,560.0,2,Manual,True,Málaga
VOLVO,S90,37500,Diésel,2019.0,47,150.0,4,Automático,True,Badajoz
VOLVO,V40 Cross Country,20900,Diésel,2019.0,20445,120.0,5,Manual,True,Murcia
BMW,Serie 6,33000,Diésel,2013.0,126000,313.0,4,Automático,True,Madrid
OPEL,Astra,12690,Diésel,2017.0,79998,110.0,5,Manual,True,A Coruña
RENAULT,Scénic,18000,Gasolina,2019.0,49650,140.0,5,Automático,False,Madrid
KIA,Carens,13490,Diésel,2017.0,29999,115.0,5,Manual,True,Sevilla
BMW,Serie 1,10995,Diésel,2015.0,180500,143.0,5,Automático,True,Tenerife
AUDI,A4,1500,Diésel,2001.0,234665,,5,Manual,False,Salamanca
MITSUBISHI,ASX,8900,Diésel,2012.0,120000,116.0,5,Manual,True,Tenerife
RENAULT,Kadjar,16000,Diésel,2016.0,96019,110.0,5,Automático,True,Granada
VOLKSWAGEN,Golf,709,Diésel,1997.0,240000,,5,Manual,False,Valencia
FORD,Focus,3995,Diésel,2010.0,200000,115.0,3,Manual,True,Madrid
MERCEDES-BENZ,Clase CLA,22000,Gasolina,2015.0,57000,156.0,5,Manual,False,Zaragoza
AUDI,A8,35000,Diésel,2013.0,126850,350.0,4,Automático,True,Madrid
KIA,Sorento,11850,Diésel,2011.0,141250,150.0,5,Manual,True,Sevilla
VOLKSWAGEN,Polo,11700,Diésel,2018.0,83000,95.0,5,Manual,True,Valencia
FIAT,500,17500,Híbrido,2020.0,0,70.0,3,Automático,True,Tarragona
LAND-ROVER,Defender,44800,Diésel,2010.0,78000,122.0,5,Manual,False,Sevilla
FORD,Focus,18950,Gasolina,2020.0,5500,125.0,5,Manual,True,Barcelona
PEUGEOT,508,10950,Diésel,2016.0,126000,120.0,4,Manual,True,Madrid
JEEP,Wrangler Unlimited,39999,Diésel,2011.0,170000,200.0,4,Automático,True,Granada
PEUGEOT,207,2499,Diésel,2007.0,180000,70.0,3,Manual,True,Vizcaya
VOLKSWAGEN,Grand California,65900,Diésel,2020.0,10,177.0,4,Automático,True,Huelva
RENAULT,Espace,2300,Diésel,2001.0,200000,100.0,5,Manual,True,Granada
AUDI,Q7,14000,Diésel,2007.0,183000,240.0,5,Automático,False,Barcelona
HONDA,Jazz,25500,Gasolina,2020.0,4800,109.0,5,Automático,True,Barcelona
CHEVROLET,Orlando,6000,Diésel,2011.0,184000,,5,Manual,False,Madrid
HYUNDAI,Terracan,1400,Diésel,2005.0,225000,163.0,5,Manual,False,Jaén
FIAT,Doblò Cargo,6900,Diésel,2017.0,110000,95.0,4,Manual,True,Sevilla
CITROEN,C4 Aircross,11000,Diésel,2015.0,59000,114.0,5,Manual,False,Tenerife
OPEL,Zafira,950,Diésel,2000.0,300000,,5,Manual,False,La Rioja
BMW,Serie 3,1900,Diésel,2003.0,375000,,4,Manual,False,Valladolid
MERCEDES-BENZ,Clase B,21000,Diésel,2016.0,86800,136.0,5,Automático,True,Tarragona
RENAULT,Twingo,2500,Gasolina,2008.0,95400,75.0,3,Manual,False,Tenerife
BMW,Serie 1,9850,Diésel,2009.0,140000,204.0,5,Manual,True,Valladolid
KIA,Sportage,18139,Gasolina,2018.0,49000,132.0,5,Manual,True,Málaga
PORSCHE,911,85400,Gasolina,2014.0,60000,400.0,2,Automático,True,Madrid
VOLKSWAGEN,Golf,8100,Gasolina,2010.0,166000,,3,Manual,False,Alicante
CITROEN,C3 Aircross,10600,Diésel,2018.0,75449,99.0,5,Manual,True,Sevilla
VOLVO,XC40,44900,Gasolina,2019.0,3000,247.0,5,Automático,True,Madrid
CHEVROLET,Matiz,2300,Gasolina,2007.0,49000,,5,Manual,False,Barcelona
CITROEN,Berlingo,1400,Diésel,2005.0,331000,90.0,5,Manual,False,Barcelona
AUDI,A6,4990,Diésel,2001.0,123400,150.0,4,Manual,False,Málaga
FORD,SMAX,23000,Diésel,2018.0,36248,150.0,5,Manual,True,A Coruña
HYUNDAI,Kona,21690,Diésel,2019.0,662,115.0,5,Manual,True,Madrid
TOYOTA,Auris,14599,Híbrido,2016.0,29061,136.0,5,Automático,True,Barcelona
PEUGEOT,208,8900,Diésel,2016.0,73600,75.0,5,Manual,True,Alicante
BMW,Serie 1,6500,Gasolina,2008.0,136000,,3,Manual,False,Alicante
FIAT,Grande Punto,1350,Diésel,2007.0,146000,,5,Manual,False,Jaén
PEUGEOT,308,20345,Diésel,2020.0,1,130.0,5,Manual,True,Castellón
PEUGEOT,2008,11390,Diésel,2016.0,81300,100.0,5,Manual,True,Vizcaya
JAGUAR,FPace,24995,Diésel,2017.0,121536,240.0,5,Automático,True,Murcia
BMW,X3,4600,Diésel,2006.0,286000,,5,Automático,False,Murcia
RENAULT,Laguna,3300,Diésel,2009.0,274000,130.0,5,Manual,False,Alicante
RENAULT,Talisman,19900,Gasolina,2017.0,42737,200.0,4,Automático,True,Zaragoza
CHRYSLER,PT Cruiser,2000,Diésel,2007.0,182998,,5,Manual,False,Baleares
SUZUKI,Swift,3400,Gasolina,2006.0,88000,92.0,3,Manual,False,Barcelona
TOYOTA,Urban Cruiser,7500,Gasolina,2010.0,117000,99.0,5,Manual,True,Girona
MERCEDES-BENZ,Clase GLA,30890,Gasolina,2019.0,9183,156.0,5,Automático,True,Asturias
NISSAN,QASHQAI,20500,Gasolina,2020.0,4119,140.0,5,Manual,True,Córdoba
BMW,Serie 1,8000,Diésel,2011.0,160000,,3,Automático,False,Valencia
MAZDA,Mazda6,17990,Gasolina,2017.0,74651,192.0,4,Automático,True,Albacete
MERCEDES-BENZ,Clase M,3800,Diésel,2004.0,300000,,5,Automático,False,Huelva
ABARTH,500,22900,Gasolina,2019.0,20300,180.0,3,Manual,True,Salamanca
LEXUS,IS,17099,Gasolina,2013.0,37853,208.0,4,Automático,True,Barcelona
VOLKSWAGEN,New Beetle,12000,Gasolina,2008.0,96000,,3,Manual,False,Valencia
JEEP,Renegade,36950,Híbrido enchufable,2020.0,3800,240.0,5,Automático,True,Jaén
FIAT,Punto,3000,Gasolina,1997.0,320000,86.0,2,Manual,False,Granada
VOLKSWAGEN,Scirocco,15490,Gasolina,2014.0,11592,125.0,3,Manual,True,Madrid
VOLKSWAGEN,Transporter,7990,Diésel,2009.0,334000,140.0,4,Manual,False,Burgos
BMW,Serie 3,5650,Diésel,2004.0,240000,204.0,2,Manual,False,Tarragona
CHEVROLET,Captiva,7000,Diésel,2009.0,149042,,5,Manual,False,Madrid
KIA,Pro Ceed,11990,Diésel,2018.0,44200,110.0,3,Manual,True,Barcelona
FORD,Tourneo Connect,21690,Diésel,2020.0,8,120.0,5,Manual,True,Madrid
BMW,Serie 3,10500,Gasolina,2006.0,133450,,2,Manual,False,A Coruña
OPEL,Crossland X,15950,Gasolina,2019.0,10413,110.0,5,Manual,True,Alicante
VOLKSWAGEN,Polo,8990,Gasolina,2017.0,48000,90.0,5,Manual,True,Tenerife
FIAT,Stilo,2490,Gasolina,2002.0,134000,103.0,3,Manual,True,Salamanca
CITROEN,C4 Picasso,11390,Diésel,2016.0,134579,120.0,5,Manual,True,Valencia
VOLKSWAGEN,Polo,6500,Gasolina,2010.0,120000,85.0,3,Manual,True,Girona
BMW,X3,19990,Diésel,2016.0,149990,190.0,5,Automático,True,Madrid
HYUNDAI,Accent,850,Gasolina,2000.0,165000,,5,Manual,False,Huelva
OPEL,Grandland X,19900,Gasolina,2019.0,24495,130.0,5,Manual,True,Madrid
PEUGEOT,307 SW,2200,Diésel,2004.0,183000,110.0,5,Manual,False,Madrid
RENAULT,Mégane,1800,Diésel,2004.0,201604,100.0,5,Manual,False,Granada
RENAULT,Zoe,26950,Eléctrico,2020.0,2000,108.0,5,Automático,True,Lleida
OPEL,Astra,8499,Gasolina,2017.0,78000,125.0,5,Manual,True,Las Palmas
OPEL,Mokka X,13450,Diésel,2018.0,101000,136.0,5,Manual,True,Barcelona
FIAT,500L,10200,Diésel,2015.0,89000,120.0,5,Manual,True,Barcelona
SEAT,León,13500,Diésel,2017.0,55000,115.0,5,Manual,False,Valencia
CHEVROLET,Captiva,7500,Diésel,2010.0,139500,127.0,5,Manual,False,Madrid
MERCEDES-BENZ,Clase B,9500,Diésel,2006.0,65000,140.0,5,Automático,True,Madrid
BMW,Serie 3,14490,Gasolina,2008.0,221500,272.0,2,Automático,True,Madrid
PEUGEOT,407,6999,Diésel,2011.0,119500,110.0,4,Manual,True,Burgos
VOLVO,XC70,2900,Diésel,2005.0,360000,185.0,5,Manual,False,Barcelona
SUBARU,LEVORG,32995,Gasolina,2020.0,0,150.0,5,Automático,True,Vizcaya
MITSUBISHI,L200,7500,Diésel,2005.0,315000,,5,Manual,False,Las Palmas
NISSAN,JUKE,12975,Gasolina,2017.0,35000,115.0,5,Manual,True,Barcelona
FORD,Focus,2490,Diésel,2003.0,118212,100.0,5,Manual,True,Valencia
SKODA,Fabia,6300,Gasolina,2014.0,113000,86.0,5,Manual,True,Murcia
CITROEN,C3,2999,Gasolina,2005.0,72400,75.0,5,Manual,True,Alicante
AUDI,A6,25300,Diésel,2016.0,85000,150.0,4,Automático,True,Valencia
SAAB,95,1000,Diésel,2007.0,200000,150.0,5,Manual,False,Barcelona
VOLKSWAGEN,Caddy,13990,Gasolina,2017.0,67365,125.0,4,Manual,True,Barcelona
BMW,Serie 3,4500,Diésel,2006.0,260000,,5,Manual,False,Zaragoza
BMW,X3,6900,Diésel,2008.0,218000,177.0,5,Automático,True,Baleares
LAND-ROVER,Discovery,13900,Diésel,2008.0,202000,190.0,5,Automático,False,Orense
NISSAN,XTRAIL,20900,Diésel,2017.0,55337,130.0,5,Automático,True,Barcelona
BMW,Serie 3,19900,Diésel,2016.0,56285,150.0,5,Manual,True,Las Palmas
AUDI,Q7,14000,Diésel,2008.0,104000,240.0,5,Automático,False,Madrid
FORD,Fiesta,5000,Gasolina,2010.0,121000,,3,Manual,False,Tenerife
SEAT,Córdoba,2350,Gasolina,2006.0,175000,100.0,4,Manual,False,Granada
VOLKSWAGEN,Touran,11900,Diésel,2013.0,143000,105.0,5,Manual,True,A Coruña
MERCEDES-BENZ,Vito,9800,Diésel,2007.0,280000,,5,Automático,False,Albacete
AUDI,A1,7495,Diésel,2012.0,199000,90.0,5,Manual,True,Madrid
NISSAN,QASHQAI,16800,Diésel,2016.0,59000,110.0,5,Manual,True,Murcia
OPEL,Mokka X,13790,Gasolina,2018.0,85796,140.0,5,Manual,True,A Coruña
FORD,Fiesta,15400,Gas licuado (GLP),2020.0,0,75.0,5,Manual,True,Alicante
SMART,fortwo,10900,Gasolina,2017.0,29000,90.0,3,Manual,True,Barcelona
SEAT,Ibiza,3800,Diésel,2008.0,295000,105.0,3,Manual,False,Navarra
MINI,MINI,9800,Gasolina,1991.0,30000,,3,Manual,False,Barcelona
SEAT,Ibiza,1450,Gasolina,2002.0,140000,75.0,5,Manual,False,Madrid
MERCEDES-BENZ,Clase S,39900,Híbrido,2013.0,71466,333.0,4,Automático,True,Madrid
HYUNDAI,i10,9890,Gasolina,2019.0,13029,66.0,5,Manual,True,Murcia
SSANGYONG,Tivoli,14500,Gasolina,2018.0,16100,128.0,5,Manual,True,Barcelona
MINI,MINI,6000,Diésel,2007.0,230000,110.0,3,Manual,False,Valencia
VOLKSWAGEN,Caddy,18600,Diésel,2020.0,4855,102.0,5,Manual,True,Sevilla
SKODA,Yeti,13500,Gasolina,2015.0,51832,110.0,5,Manual,True,Granada
JAGUAR,SType,6500,Diésel,2005.0,130000,207.0,4,Automático,True,Valladolid
AUDI,Q3,20400,Diésel,2015.0,73806,150.0,5,Manual,True,Girona
MERCEDES-BENZ,Clase E,27999,Gasolina,2014.0,89000,211.0,4,Automático,True,Alicante
RENAULT,Mégane,5000,Diésel,2010.0,174000,,5,Manual,False,Albacete
BMW,Serie 1,17900,Diésel,2015.0,98234,190.0,5,Automático,True,Madrid
SEAT,León,14400,Gasolina,2016.0,84849,150.0,5,Automático,True,Cádiz
AUDI,A3,18500,Diésel,2016.0,46000,110.0,5,Manual,True,Ciudad Real
FORD,Mondeo,1500,Diésel,2004.0,342000,,5,Manual,False,A Coruña
BMW,Serie 3,12000,Diésel,2012.0,93000,,5,Manual,False,Badajoz
SMART,fortwo,9250,Gasolina,2017.0,29141,90.0,3,Automático,False,Madrid
FIAT,Scudo,12314,Diésel,2016.0,170000,128.0,4,Manual,True,A Coruña
MINI,MINI,5300,Gasolina,2005.0,238000,116.0,2,Manual,False,Badajoz
KIA,Niro PHEV,29990,Híbrido enchufable,2020.0,1,141.0,5,Automático,True,Toledo
NISSAN,QASHQAI,16000,Diésel,2017.0,49300,130.0,5,Automático,False,Salamanca
HONDA,Accord,3999,Gasolina,2006.0,308990,155.0,4,Manual,False,Barcelona
AUDI,A4,8000,Gasolina,2009.0,200000,180.0,4,Manual,False,Badajoz
TOYOTA,Corolla,3900,Diésel,2005.0,112000,116.0,5,Manual,True,Salamanca
PEUGEOT,Rifter,21000,Diésel,2019.0,26000,130.0,5,Automático,False,Alicante
FORD,EcoSport,10990,Diésel,2016.0,81526,95.0,5,Manual,True,Madrid
CITROEN,C5,7600,Diésel,2013.0,178000,140.0,4,Manual,False,Murcia
MERCEDES-BENZ,Clase C,3500,Diésel,2001.0,255000,170.0,5,Automático,False,Madrid
PEUGEOT,108,10900,Gasolina,2019.0,17396,72.0,5,Manual,True,Málaga
RENAULT,Mégane,5000,Diésel,2006.0,118000,130.0,5,Manual,False,Barcelona
NISSAN,Almera,2200,Gasolina,2004.0,162000,,3,Manual,False,Valencia
ALFA ROMEO,Stelvio,36000,Diésel,2017.0,44800,210.0,5,Automático,True,Valencia
VOLKSWAGEN,Touareg,9900,Diésel,2009.0,306000,240.0,5,Automático,True,Sevilla
PORSCHE,911,78900,Gasolina,2007.0,82486,480.0,2,Automático,True,Valencia
NISSAN,QASHQAI,6999,Diésel,2008.0,139000,,5,Manual,False,Badajoz
MERCEDES-BENZ,Clase CLA,34900,Gasolina,2019.0,5000,136.0,4,Automático,True,Las Palmas
AUDI,A3,32500,Diésel,2020.0,500,116.0,5,Manual,True,Barcelona
MINI,Countryman,24900,Gasolina,2017.0,76165,192.0,5,Automático,True,Pontevedra
PEUGEOT,207,3500,Gasolina,2008.0,143000,75.0,3,Manual,True,Zaragoza
NISSAN,Almera,900,Diésel,2001.0,320000,,3,Manual,False,Valencia
FORD,Transit,25900,Diésel,2016.0,35000,125.0,4,Manual,True,Barcelona
OPEL,Corsa,8500,Gasolina,2019.0,14000,90.0,5,Manual,False,Madrid
PEUGEOT,2008,16500,Diésel,2018.0,29888,120.0,5,Manual,True,Lugo
VOLKSWAGEN,Caddy,3000,Diésel,2010.0,700000,105.0,5,Automático,False,Madrid
KIA,Stonic,16900,Gasolina,2019.0,16400,100.0,5,Manual,True,Barcelona
OPEL,Vectra,1250,Diésel,2004.0,225000,125.0,5,Manual,False,Tarragona
BMW,Serie 3,14950,Diésel,2012.0,98576,184.0,4,Manual,True,Girona
VOLKSWAGEN,Polo,12490,Gasolina,2018.0,38000,95.0,5,Manual,True,Málaga
HYUNDAI,i30,11795,Gasolina,2018.0,41556,120.0,5,Manual,True,Valencia
OPEL,Corsa,5400,Diésel,2015.0,112000,75.0,5,Manual,False,Valencia
OPEL,Zafira,1600,Diésel,2006.0,305000,,5,Automático,False,Madrid
NISSAN,QASHQAI,11500,Diésel,2016.0,152000,130.0,5,Manual,True,Navarra
AUDI,A4,4500,Diésel,2005.0,172000,140.0,4,Manual,False,Sevilla
AUDI,Q7,38999,Diésel,2016.0,92325,218.0,5,Automático,True,Málaga
KIA,Stonic,13099,Gasolina,2019.0,6515,84.0,5,Manual,True,Sevilla
NISSAN,EVALIA,15990,Eléctrico,2014.0,49990,109.0,5,Automático,True,Vizcaya
MERCEDES-BENZ,Vito,7300,Diésel,2003.0,176000,,4,Manual,False,Cádiz
HYUNDAI,ix35,9750,Diésel,2011.0,129670,116.0,5,Manual,True,Alicante
MERCEDES-BENZ,Clase A,40906,Gasolina,2020.0,4,163.0,5,Automático,True,Zamora
BMW,X1,29800,Gasolina,2019.0,19363,140.0,5,Automático,True,Zaragoza
BMW,Serie 4,78500,Gasolina,2020.0,11000,510.0,2,Automático,True,Girona
FIAT,500C,10500,Gasolina,2018.0,37964,69.0,2,Manual,True,Baleares
PEUGEOT,3008,17900,Diésel,2017.0,103620,120.0,5,Manual,True,Madrid
CITROEN,C3,1250,Diésel,2003.0,195000,70.0,5,Manual,False,Toledo
AUDI,A5,22990,Diésel,2014.0,96700,150.0,5,Automático,True,Salamanca
NISSAN,Almera Tino,2500,Gasolina,2004.0,105000,,5,Automático,False,Valencia
JAGUAR,EPace,41000,Gasolina,2019.0,19000,249.0,5,Automático,True,Zaragoza
FIAT,500,10500,Gasolina,2019.0,14000,69.0,3,Manual,True,Huelva
LAND-ROVER,Defender,29999,Diésel,2011.0,100000,122.0,5,Manual,False,Barcelona
VOLKSWAGEN,Caddy,20900,Diésel,2019.0,4000,122.0,4,Manual,True,Barcelona
LAND-ROVER,Range Rover,27000,Diésel,2011.0,250000,313.0,5,Automático,False,Granada
FORD,Fiesta,8990,Diésel,2016.0,39400,75.0,5,Manual,True,Valencia
BMW,X6,41999,Diésel,2015.0,139000,258.0,5,Automático,True,Madrid
SEAT,Arona,16400,Gasolina,2019.0,54893,115.0,5,Manual,True,Sevilla
VOLKSWAGEN,TRoc,27990,Gasolina,2020.0,5,150.0,5,Automático,True,Madrid
VOLKSWAGEN,Golf,28000,Diésel,2020.0,9999,115.0,5,Manual,True,Vizcaya
FORD,SMAX,15950,Diésel,2013.0,130000,200.0,5,Manual,True,Madrid
OPEL,Antara,8900,Diésel,2013.0,90408,163.0,5,Manual,True,Alicante
AUDI,A4,15500,Diésel,2014.0,165000,150.0,4,Manual,False,Madrid
MAZDA,Mazda6,2900,Diésel,2005.0,176000,136.0,4,Manual,False,Murcia
AUDI,A4,8990,Diésel,2008.0,110000,143.0,4,Manual,True,Madrid
VOLKSWAGEN,Passat,4790,Diésel,2007.0,180000,140.0,5,Manual,True,Madrid
OPEL,Corsa,1350,Diésel,2003.0,180178,,5,Manual,False,Cádiz
NISSAN,QASHQAI,15000,Gasolina,2017.0,18000,115.0,5,Manual,False,Alicante
BMW,Serie 2,21850,Diésel,2016.0,114600,190.0,2,Manual,True,Madrid
CITROEN,Saxo,1100,Gasolina,1996.0,200000,60.0,3,Manual,False,Madrid
FORD,CMax,15600,Diésel,2018.0,52426,120.0,5,Manual,True,Madrid
FORD,Transit Custom,21550,Diésel,2019.0,13900,130.0,4,Manual,True,Zaragoza
PEUGEOT,308,15300,Diésel,2018.0,17551,130.0,5,Manual,True,Madrid
VOLVO,XC60,21500,Diésel,2016.0,120000,190.0,5,Automático,True,Ciudad Real
KIA,Optima,16800,Diésel,2017.0,84177,141.0,4,Manual,True,León
PEUGEOT,407 SW,3900,Diésel,2008.0,240000,136.0,5,Manual,True,Valencia
PEUGEOT,406,1600,Gasolina,2003.0,210000,,3,Manual,False,Valencia
FORD,Focus,7990,Diésel,2014.0,117600,115.0,5,Manual,True,Sevilla
PEUGEOT,5008,8900,Diésel,2013.0,98400,115.0,5,Manual,True,Valencia
LAND-ROVER,Freelander,13500,Diésel,2013.0,117000,150.0,5,Manual,True,Toledo
SEAT,Arona,15550,Gasolina,2019.0,7168,115.0,5,Manual,True,Madrid
AUDI,A4,9500,Gasolina,2008.0,193000,160.0,4,Manual,False,Zaragoza
KIA,XCeed,23990,Gasolina,2019.0,20231,140.0,5,Manual,True,Madrid
FORD,Mondeo,3900,Diésel,2005.0,114000,,5,Manual,False,Málaga
KIA,Sportage,16490,Diésel,2016.0,98822,115.0,5,Manual,True,Madrid
RENAULT,Kangoo Combi,16900,Diésel,2020.0,12,95.0,4,Manual,True,Álava
MITSUBISHI,ASX,24800,Gasolina,2019.0,4,150.0,5,Automático,True,Guadalajara
PEUGEOT,208,14985,Gasolina,2019.0,18854,110.0,5,Automático,True,Madrid
PEUGEOT,508,8900,Diésel,2014.0,138000,140.0,4,Manual,True,Valencia
VOLKSWAGEN,Touareg,7999,Diésel,2003.0,149000,313.0,5,Automático,True,Málaga
MINI,Countryman,13500,Diésel,2013.0,77000,111.0,5,Automático,False,Madrid
VOLVO,XC60,55400,Híbrido enchufable,2020.0,8,390.0,5,Automático,True,Valencia
TOYOTA,CHR,19900,Híbrido,2017.0,24000,122.0,5,Automático,False,Barcelona
NISSAN,Micra,11290,Gasolina,2018.0,35189,90.0,5,Manual,True,Madrid
AUDI,A3,7900,Diésel,2009.0,205000,170.0,5,Manual,False,Barcelona
AUDI,A3,13990,Diésel,2015.0,180000,150.0,5,Manual,True,Barcelona
MINI,MINI,17900,Diésel,2017.0,69507,116.0,5,Automático,True,Madrid
AUDI,A1,13475,Gasolina,2017.0,74540,95.0,5,Manual,True,Valencia
AUDI,A1,9500,Gasolina,2013.0,75000,86.0,5,Manual,False,Baleares
SEAT,Arona,16450,Diésel,2019.0,7698,115.0,5,Manual,True,Madrid
BMW,Serie 4,23349,Diésel,2016.0,84865,150.0,5,Automático,True,Málaga
FORD,CMax,12990,Diésel,2017.0,46600,105.0,5,Manual,True,Sevilla
VOLKSWAGEN,Golf,14500,Gasolina,2014.0,108000,150.0,5,Automático,True,Barcelona
SEAT,Toledo,2800,Diésel,2006.0,236000,,5,Manual,False,León
OPEL,Vectra,3990,Diésel,2007.0,183000,150.0,5,Manual,True,Barcelona
RENAULT,Clio,17200,Diésel,2020.0,3600,85.0,5,Manual,True,Pontevedra
HYUNDAI,TUCSON,19000,Diésel,2017.0,60000,136.0,5,Manual,False,Madrid
ALFA ROMEO,Giulietta,10750,Diésel,2015.0,80000,,5,Manual,False,Almería
KIA,XCeed,21500,Diésel,2020.0,21,115.0,5,Manual,True,Badajoz
CITROEN,Jumper,19400,Diésel,2018.0,71596,130.0,4,Manual,True,Álava
OPEL,Corsa,7800,Diésel,2016.0,83595,75.0,5,Manual,True,Alicante
SEAT,Ateca,18200,Diésel,2017.0,110000,115.0,5,Manual,True,Girona
RENAULT,Mégane,6900,Diésel,2007.0,150000,150.0,2,Manual,False,Girona
VOLKSWAGEN,Touran,19500,Diésel,2017.0,89000,115.0,5,Automático,True,Burgos
